1,1,"290",8/29/2000 0:00:00,$147.00,"check",
2,2,"303",9/21/2000 0:00:00,$147.00,"check",
3,3,"319",10/15/2000 0:00:00,$147.00,"check",
4,4,"332",11/8/2000 0:00:00,$147.00,"check",
5,5,"360",12/18/2000 0:00:00,$147.00,"personal chec",
6,6,"375",1/8/2001 0:00:00,$147.00,"personal chec",
7,7,"391",2/6/2001 0:00:00,$147.00,"persoanl chec",
8,8,"392",3/5/2001 0:00:00,$147.00,"persanal chec","226072511  R"
9,9,"418",4/9/2001 0:00:00,$147.00,"personal chec","0060010071 A a"
10,10,"419",5/6/2001 0:00:00,$147.00,"personal chec","fourth federal"
11,11,"455",6/15/2001 0:00:00,$147.00,"personal chec",
12,12,"456",7/7/2001 0:00:00,$147.00,"persnal check","rent for july 2001"
13,13,"86698409051",7/29/2001 0:00:00,$147.00,"post office","rent august 2001"
14,14,"6401750966",9/21/2001 0:00:00,$147.00,"western union",
15,15,"86704205196",10/26/2001 0:00:00,$147.00,"post office",
16,16,"86705129891",11/13/2001 0:00:00,$147.00,"post office",
17,17,"86786801403",12/24/2001 0:00:00,$147.00,"post office",
18,18,"86788001722",1/14/2002 0:00:00,$147.00,"post office",
19,19,"86788174004",2/19/2002 0:00:00,$147.00,"postoffice",
20,20,"86696647705",3/14/2002 0:00:00,$147.00,"postoffice",
21,21,"03966407403",4/24/2002 0:00:00,$147.00,"postoffice",
22,22,"86790782204",5/14/2002 0:00:00,$147.00,"postoffice",
23,23,"86791632693",6/7/2002 0:00:00,$147.00,"postoffice",
24,24,"03974973041",7/11/2002 0:00:00,$147.00,"postoffice",
25,25,"03974953656",7/20/2002 0:00:00,$147.00,"postoffice",
26,26,"04384076062",7/23/2002 0:00:00,$147.00,"po",
27,27,"86788159874",10/17/2002 0:00:00,$147.00,"po",
28,28,"86789763134",11/14/2002 0:00:00,$147.00,"po",
29,29,"86789768567",12/17/2002 0:00:00,$147.00,"po",
30,30,"86696607600",1/8/2003 0:00:00,$147.00,"po",
31,31,"90167651638",2/5/2003 0:00:00,$147.00,"po",
32,32,"05285785386",3/5/2003 0:00:00,$147.00,"po",
33,33,"90169107390",4/22/2003 0:00:00,$147.00,"po",
34,34,"90169124455",5/1/2003 0:00:00,$147.00,"po",
35,35,"90169139518",6/6/2003 0:00:00,$147.00,"po",
36,36,"90411309707",7/8/2003 0:00:00,$147.00,"po",
37,37,"05624852613",8/5/2003 0:00:00,$147.00,"po",
38,38,"05624852624",8/5/2003 0:00:00,$147.00,"po","september rent 2003"
39,39,"05624852635",8/5/2003 0:00:00,$147.00,"po","october rent 2003"
40,40,"90414527927",11/3/2003 0:00:00,$147.00,"po",
41,41,"05646968392",12/12/2003 0:00:00,$147.00,"po	xxxxxxxxxxxcan","canceled and   returned to post officexxxx"
42,42,"05947334965",4/14/2004 0:00:00,$147.00,"po","rent for december 2003"
43,43,"86789190464",4/21/2004 0:00:00,$147.00,"po"," january    											2004. Court stip 											4/27"
44,44,"90417091915",6/29/2004 0:00:00,$147.00,"p.o","rent for february 2004"
45,45,"90417242158",7/7/2004 0:00:00,$147.00,"p.o"," rent for march 2004"
46,46,"90417243712",7/9/2004 0:00:00,$147.00,"p.o"," rent for april 2004"
47,47,"90417244320",7/12/2004 0:00:00,$147.00,"p.o"," rent for may 2004"
48,48,"90417244318",7/12/2004 0:00:00,$147.00,"p.o"," rent for june 2004"
49,49,"90417117554",7/13/2004 0:00:00,$147.00,"po"," rent for july 2004"
50,50,"90417117565",7/13/2004 0:00:00,$147.00,"postoffice"," rent for august 2004"
51,51,"90417245826",7/14/2004 0:00:00,$147.00,"postoffice"," rent for sept 2004"
52,52,"06903974507",10/29/2004 0:00:00,$117.07,"postoffice","october rent 2004"
53,53,"06917775851",11/30/2004 0:00:00,$117.07,"post office","nov rent 2004"
54,54,"06917789092",12/13/2004 0:00:00,$117.07,"post office","december rent 2004"
55,55,"92714649480",1/5/2005 0:00:00,$117.07,"post office","january rent 2005"
56,56,"92714600564",2/3/2005 0:00:00,$117.07,"post office m O","feb rent 2005"
57,57,"92715032834",3/1/2005 0:00:00,$117.07,"post office m o","march rent 2005"
58,58,"07710412825",4/7/2005 0:00:00,$114.35,"post office m o","april rent 2005"
59,59,"07706929590",5/5/2005 0:00:00,$114.35,"post offfice m o","may rent 2005"
60,60,"07706929601",5/5/2005 0:00:00,$114.35,"post offive m o","june rent 2005"
61,61,"07706929612",5/5/2005 0:00:00,$114.35,"post office m o","july rent 2005"
62,62,"07706929623",5/5/2005 0:00:00,$114.35,"post office m o","august rent 2005"
63,63,"08071832294",9/1/2005 0:00:00,$114.35,"p.o.m.o","sept rent 2005"
64,64,"08810623822",10/3/2005 0:00:00,$114.35,"p.o.m.o","october rent 2005"
65,65,"08069550884",11/1/2005 0:00:00,$114.35,"p.o.m.o","november rent 2005"
66,66,"08069594758",12/1/2005 0:00:00,$114.35,"p.o.m.o","december rent 2005"
67,67,"09171136530",1/3/2006 0:00:00,$114.35,"p.o.m.o","january rent 2006"
68,68,"09171190135",2/6/2006 0:00:00,$114.35,"p.o.m.o","feb rent 2006"
69,69,"09526306836",3/6/2006 0:00:00,$114.35,"p.o.m.o","march rent 2006"
70,70,"09526359003",4/3/2006 0:00:00,$114.35,"p.o.m.o","april rent 2006"
71,71,"08817374777",5/2/2006 0:00:00,$114.35,"p.o.m.o","may rent 2006"
72,72,"08817374788",5/2/2006 0:00:00,$114.35,"p.o.m.o","june rent 2006"
73,73,"08817374790",5/2/2006 0:00:00,$114.35,"p.o.m.o","july rent 2006"
74,74,"08817374801",5/2/2006 0:00:00,$114.35,"p.o.m.o","august rent 2006"
75,75,"paid by mohed",,,,"september rent 2006"
76,76,"10212611185",10/3/2006 0:00:00,$114.35,"p.o.m.o","octber rent 2006"
77,77,"10212640446",11/2/2006 0:00:00,$114.35,"p.o.m.o","novmber rent 2006"
78,78,"10212677144",12/4/2006 0:00:00,$114.35,"p.o.m.o","december rent 2006"
79,79,"10668103053",2/1/2007 0:00:00,$114.35,"p.o.m.o",
80,80,"10668136645",2/1/2007 0:00:00,$114.35,"p.o.m.o",
81,81,"10668170395",3/1/2007 0:00:00,$114.35,"p.o.m.o",
82,82,"10668196888",4/2/2007 0:00:00,$114.35,"p.o.m.o",
83,83,"10954053371",5/1/2007 0:00:00,$114.35,"p.o.m.o",
84,84,"10954082700",6/7/2007 0:00:00,$114.35,"p.o.m.o","sep 2007"
85,85,"10954082698",6/7/2007 0:00:00,$114.35,"p.o.m.o","oct 2007"
86,86,"11705844644",11/1/2007 0:00:00,$114.35,"p.o.m.o","nov 2007"
87,87,"11715935938",12/3/2007 0:00:00,$114.35,"p.o.m.o","dec 2007"
88,,"12076695437",4/1/2008 0:00:00,$114.35,,"april 2008"
89,,"12076704988",4/24/2008 0:00:00,$114.35,,"may 2008"
90,,"12076704977",4/24/2008 0:00:00,$114.35,,"june 2008"
91,,"12076704966",4/24/2008 0:00:00,$114.35,,"july 2008"
92,,"12076704955",4/24/2008 0:00:00,$114.35,,"august 2008"
93,,"12076704944",4/24/2008 0:00:00,$114.35,,"sept 2008"
94,,"12076044933",4/24/2008 0:00:00,$114.35,,"oct 2008"
95,,"16137239128",11/3/2008 0:00:00,$114.35,,"nov 2008"
96,,"16137318835",12/1/2008 0:00:00,$114.35,,"dec 2008"
97,,"20424798685",12/5/2012 0:00:00,$307.00,,"dec 2013"
98,,"20613478667",1/2/2013 0:00:00,$307.00,,"jan 2013"
99,,"20613499907",2/1/2013 0:00:00,$284.00,,"feb 2013"
100,,"20845940646",3/4/2013 0:00:00,$285.00,"p.o.m.o","march 2013"
101,,"20845990078",4/1/2013 0:00:00,$285.00,,"april"
102,,"20845990080",4/1/2013 0:00:00,$313.00,,"taxes"
103,,"21293840711",11/1/2013 0:00:00,$285.00,"p.o.m.o","nov 2013"
104,,"21495943415",12/3/2013 0:00:00,$285.00,"p.o.m.o","dec 2013"
105,,"21495994086",1/2/2014 0:00:00,$239.00,"p.o.m.o","jan rent"
